track_id	track_name	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	type	duration_ms	time_signature
4spfk3QA3CL2RfWXVYgDRn	Is This A Game	0.842	0.486	5.0	-7.278	1.0	0.0406	0.211	0.0507	0.07	0.463	109.98	audio_features	188467.0	4.0
6HDrV5EddvvXlyxMWqfLsF	TAKE TO THE SKY	0.643	0.922	11.0	-5.829	0.0	0.0423	0.0021	0.0958	0.321	0.852	128.016	audio_features	365800.0	4.0
3PfIrDoz19wz7qK7tYeu62	Don't Start Now	0.793	0.793	11.0	-4.521	0.0	0.083	0.0123	0.0	0.0951	0.679	123.95	audio_features	183290.0	4.0
36RGU7buus2UUtrPZ78hkR	Cherry	0.576	0.79	3.0	-3.463	1.0	0.0509	0.0129	4.69e-06	0.344	0.629	102.033	audio_features	205224.0	4.0
4C9DiRUDbryWo0FRjozaoo	Man To Man	0.68	0.651	5.0	-5.495	0.0	0.0404	0.613	3.24e-06	0.111	0.555	91.993	audio_features	197758.0	4.0
10pb48uTPwADEC9yb7j2ty	Got My Number	0.778	0.777	1.0	-4.805	1.0	0.0879	0.0134	0.0	0.294	0.565	105.008	audio_features	174644.0	4.0
5EUNHotUvWf9m7of1SWkO5	Laguna Nights	0.691	0.565	1.0	-6.614	1.0	0.0363	0.00616	0.0	0.152	0.27	125.995	audio_features	254306.0	4.0
19IdewY37huqSMym3NBEFh	Last Call	0.627	0.816	10.0	-7.352	0.0	0.192	0.372	0.000524	0.104	0.549	123.883	audio_features	206125.0	4.0
3UwKfXx1SdJSxnzG2gYkgc	On My Way Home	0.77	0.351	11.0	-13.613	0.0	0.0438	0.685	0.894	0.0894	0.711	90.007	audio_features	194337.0	4.0
2JCgXJHy2o9JRMMvKOYZ1O	Time After Time	0.682	0.826	0.0	-6.361	1.0	0.0335	0.0259	1.27e-05	0.2	0.256	118.963	audio_features	284793.0	4.0
5b6ZcC3q855F3Sv1rV9jsF	Rainbow Town	0.737	0.634	10.0	-6.521	1.0	0.224	0.813	0.00985	0.145	0.607	95.044	audio_features	238287.0	4.0
66yhlgEIsoUY4jIC9eeWcc	Fall For You (Sandy Rivera's Classic Mix) [Moodymann Edit] - Mixed	0.843	0.412	7.0	-10.551	0.0	0.044	0.0097	0.00835	0.116	0.644	124.452	audio_features	192653.0	4.0
4je4H1OkxCONOTnoWuAlX1	Criminal Suspect (feat. April Morgan) - Demo Cut	0.635	0.8	2.0	-7.565	0.0	0.0348	0.0399	1.4e-06	0.205	0.329	120.095	audio_features	234412.0	4.0
0i35BxpBkNXHT8zyD5z0Yr	Sail Away - Bondax Remix	0.809	0.594	10.0	-8.952	0.0	0.0902	0.00157	0.837	0.0723	0.804	116.997	audio_features	280942.0	4.0
0UsgQElSurvhKAuosIcIT1	Venice	0.842	0.598	5.0	-7.337	0.0	0.0737	0.0718	0.00107	0.13	0.531	115.006	audio_features	196174.0	4.0
08tOrQSRvC1Iek9DSxGUQ9	Smiling Into Eternity	0.804	0.676	7.0	-12.365	1.0	0.0645	0.346	0.892	0.155	0.521	122.996	audio_features	413003.0	4.0
6K9FwSKOvILs2MrY8DaKsR	This Is Good	0.82	0.671	1.0	-7.604	0.0	0.0821	0.427	0.000893	0.0644	0.599	104.968	audio_features	203429.0	4.0
77dcmf2tTedc3BuOPF13Ma	We don’t talk together	0.64	0.734	11.0	-4.67	0.0	0.0381	0.039	0.0	0.333	0.308	97.862	audio_features	199216.0	4.0
5BHmmrevQYlWpPtTSn6k3d	imaginary boi	0.779	0.898	6.0	-5.957	1.0	0.0866	0.164	0.00485	0.299	0.739	120.008	audio_features	183000.0	4.0
4oHcqir3Q8Rr8x7xJiGao4	「あの娘は誰?」とか言わせたい	0.818	0.581	2.0	-8.093	1.0	0.0316	0.0908	0.565	0.0897	0.578	116.504	audio_features	279120.0	4.0
2jSGTu9ghLrJsN4BjOM5yj	fallin' - AmPm remix	0.714	0.724	6.0	-5.97	1.0	0.0455	0.345	0.0014	0.126	0.597	117.98	audio_features	239640.0	4.0
0I1jpEfKEjBH80PBVYtXKi	CURIOSITY (Ko-Matsushima & Erich Logan Remix)	0.628	0.906	7.0	-4.827	1.0	0.124	0.00767	0.903	0.0489	0.235	127.987	audio_features	333000.0	4.0
4fQIcTTnyFqcszbtSOpnUI	確信MAYBE - Kenichiro Nishihara Remix	0.717	0.758	0.0	-5.063	0.0	0.0277	0.0778	0.0	0.0636	0.661	117.968	audio_features	232733.0	4.0
3FRjxs9WRVDH7jigPjxzAX	Дом	0.8	0.592	11.0	-8.845	0.0	0.0683	0.0558	1.44e-06	0.341	0.685	87.993	audio_features	150170.0	4.0
4cX15DHo6jR2b5oE4zp28t	It's a small world	0.757	0.765	1.0	-4.205	1.0	0.0878	0.22	9.7e-05	0.0513	0.952	92.999	audio_features	193893.0	4.0
3E0kCI0FC4cq460pNYqsTr	こんな夜更けは	0.796	0.504	11.0	-5.201	1.0	0.0476	0.313	4.24e-05	0.343	0.688	96.957	audio_features	232760.0	4.0
4zgR7yjvWMUjaSLuUTSF3G	踊らせないで	0.736	0.705	11.0	-5.816	1.0	0.0312	0.0285	0.0	0.0725	0.84	106.99	audio_features	227161.0	4.0
4fDWZUtMp2Aoe8wmenloa7	MILABO	0.785	0.89	6.0	-3.205	1.0	0.0663	0.278	5.41e-05	0.0494	0.917	126.967	audio_features	268147.0	4.0
2cFK03sObtI6AK3QKeOT5g	We Got That Cool (feat. Afrojack & Icona Pop)	0.639	0.865	1.0	-5.01	1.0	0.0357	0.00462	1.26e-06	0.208	0.611	124.01	audio_features	213000.0	4.0
2x0RZdkZcD8QRI53XT4GI5	SOS (feat. Aloe Blacc)	0.802	0.645	5.0	-6.181	0.0	0.0715	0.272	0.0	0.119	0.376	100.001	audio_features	157202.0	4.0
5aUSEPNd3m5xliFK4pn5mU	Good Thing (with Kehlani)	0.693	0.564	1.0	-3.857	0.0	0.0378	0.399	0.0	0.0409	0.574	185.913	audio_features	210901.0	3.0
2UJQmwF0yShE7pHcjSzX4X	Sad Song (feat. TINI) (Alesso Remix)	0.541	0.92	7.0	-3.299	1.0	0.0937	0.0193	0.000397	0.0911	0.2	123.952	audio_features	214385.0	4.0
5F0LuK8XTN28rrZ2NS4spe	MAKUAKE	0.723	0.666	6.0	-5.84	1.0	0.0526	0.091	0.0	0.0884	0.763	125.941	audio_features	217774.0	4.0
5MYDZrbP3Qn6QXczoQ7RIZ	FUTURE WAVE - Mori Zentaro - Remix	0.718	0.848	6.0	-2.929	0.0	0.0497	0.58	0.0	0.0678	0.888	130.013	audio_features	273010.0	4.0
22uQDAWeupUDmr3Qit0abI	夏の思い出	0.686	0.909	11.0	-4.193	1.0	0.0541	0.171	0.0	0.553	0.818	94.009	audio_features	391733.0	4.0
1f4T2uSSOY5F4XFyaS5iaq	Ride On The Back To Back	0.885	0.261	4.0	-10.126	0.0	0.063	0.248	0.749	0.0805	0.683	85.003	audio_features	229441.0	4.0
7y7fPt0Tbv7IW4NLjrIpG4	San Francisco (feat. Sofia Carson)	0.741	0.689	4.0	-4.946	1.0	0.0447	0.0305	0.0	0.112	0.655	110.06	audio_features	154877.0	4.0
4jru5m7MAY7zKMTN1V3YAz	Driftin' - Kan Sano Remix	0.72	0.887	8.0	-5.59	1.0	0.249	0.152	0.019	0.0354	0.685	124.983	audio_features	340923.0	4.0
3XQcanZ0S09w0nZBf87jE0	Let your love grow	0.724	0.446	6.0	-7.832	1.0	0.085	0.578	4.64e-06	0.121	0.609	83.994	audio_features	377173.0	4.0
6k90ibcH1z8Mx9684nfuLW	お勉強しといてよ	0.699	0.875	8.0	-3.291	1.0	0.0558	0.083	2.63e-05	0.103	0.863	132.007	audio_features	280720.0	4.0
6b8xWwBbBWVpxpYtHPLsAv	late night blue	0.574	0.497	0.0	-8.875	1.0	0.0512	0.00226	2.07e-05	0.195	0.136	165.915	audio_features	323550.0	4.0
3ymmhmikPwzb3ZdDZ8GBgl	Unknown	0.693	0.682	11.0	-9.266	1.0	0.0694	0.265	0.000639	0.147	0.19	140.988	audio_features	244749.0	4.0
5SygOkBK8amhVBQ6iW7FCq	また君に会える	0.677	0.966	10.0	-2.72	0.0	0.0367	0.05	0.0	0.177	0.888	105.989	audio_features	339000.0	4.0
06dM6Qpl3yE9jItRyQnxOl	Delphium	0.654	0.363	10.0	-15.086	0.0	0.0892	0.0207	0.921	0.101	0.705	118.621	audio_features	329267.0	4.0
3C4fzUgIP3ahkhOBdP38GM	Heaven Can Wait - The Aston Shuffle Remix	0.622	0.859	5.0	-7.626	1.0	0.0636	0.000609	0.746	0.0909	0.442	121.968	audio_features	218373.0	4.0
4fMVTLd3IpgrxOxcqDZrpo	この夜が明けるまで	0.782	0.661	1.0	-6.421	0.0	0.0914	0.133	0.0	0.0729	0.765	127.876	audio_features	221600.0	4.0
7aUSAEsmyQElQMYP0yXYIc	ウイスキーが、お好きでしょ	0.606	0.343	8.0	-9.408	0.0	0.0282	0.42	6.67e-06	0.118	0.304	113.957	audio_features	233387.0	3.0
7ju97lgwC2rKQ6wwsf9no9	Rain On Me (with Ariana Grande)	0.672	0.855	9.0	-3.764	1.0	0.0397	0.021	0.0	0.323	0.646	123.056	audio_features	182200.0	4.0
1AWDY3NfuKyPmP2vA1GtYS	OMAE	0.84	0.313	0.0	-8.287	0.0	0.0904	0.471	0.00136	0.26	0.552	121.785	audio_features	160453.0	4.0
0BDo8K0GagdsLS5vVhW7Vt	I Used To Be	0.714	0.486	11.0	-7.367	1.0	0.0336	0.698	2.53e-05	0.437	0.639	106.016	audio_features	176604.0	3.0
2RU67aiaESQ7t9D1xUJqBu	I Want Your Attention	0.806	0.608	11.0	-7.57	0.0	0.0496	0.0178	0.314	0.13	0.561	122.0	audio_features	286727.0	4.0
7ts7M8IFCEhXMU2PlDh9FK	Say It Better (feat. Sarah de Warren)	0.68	0.906	6.0	-2.737	0.0	0.0339	0.0317	0.119	0.318	0.121	125.963	audio_features	171429.0	4.0
4YhN72dRYL2Z3MsaKyT7rS	Stay (Don't Go Away) [feat. Raye]	0.669	0.797	9.0	-5.68	0.0	0.0624	0.259	0.0	0.199	0.552	119.865	audio_features	185943.0	4.0
1EZVqwQszbqhILz8faJ28o	Stay (Don't Go Away) [feat. Raye] - Adam Trigger Remix	0.744	0.855	9.0	-4.348	0.0	0.066	0.0365	4.02e-05	0.24	0.716	127.957	audio_features	159844.0	4.0
4xsHmPGoC1i3Hpya4siPdb	Plastic Love	0.71	0.548	2.0	-8.464	0.0	0.0346	0.0662	1.95e-06	0.0614	0.854	105.998	audio_features	280189.0	4.0
7GyvO83kA3aOSiOudoz0Pl	Catch Me If You Can (Fly Away)	0.72	0.707	8.0	-5.633	1.0	0.0321	0.0206	0.000125	0.134	0.688	122.023	audio_features	261867.0	4.0
0Vf8yXcNDHBfN1Klmf4Ewl	Ain't No Other Like You	0.635	0.894	6.0	-2.045	1.0	0.041	0.113	0.0	0.119	0.292	80.066	audio_features	187953.0	4.0
3u5Xxl0ZocjtXqCY70qmkA	美しい顔	0.777	0.758	0.0	-4.792	1.0	0.0391	0.0611	8.16e-05	0.176	0.653	112.06	audio_features	217400.0	4.0
37YNPHAydjmMCY67XnnQqV	Graut - Original Mix	0.812	0.808	1.0	-10.763	1.0	0.079	0.000978	0.89	0.0616	0.412	120.012	audio_features	718676.0	4.0
0sXSjuLmaK2nMy90HtzWI6	Nights (feat.ØZI & eill)	0.827	0.655	0.0	-6.089	1.0	0.0499	0.353	0.0	0.148	0.734	120.004	audio_features	177385.0	4.0
3b1TJu58AWEiGvnUwDdhag	SPOTLIGHT	0.638	0.735	8.0	-4.634	1.0	0.0873	0.0263	0.0	0.0603	0.628	99.964	audio_features	221387.0	4.0
483XiZ5o13Cc1zoWV7jGml	Gecko (Overdrive) - Radio Edit	0.609	0.885	0.0	-5.469	1.0	0.0642	0.00521	1.15e-05	0.336	0.76	124.959	audio_features	165441.0	4.0
3gsOIUj1c5C0LbqMK4w8Eh	Rainforest	0.746	0.898	8.0	-5.214	0.0	0.221	0.031	0.0304	0.0897	0.48	126.075	audio_features	228571.0	4.0
1ICPREUY4yMNeFEgbNh7D5	Make You Mine (feat. Moa Lisa)	0.72	0.781	6.0	-4.975	0.0	0.0569	0.0171	1.78e-06	0.215	0.349	126.004	audio_features	213333.0	4.0
1FG7QNYVJz1x50D8AzOVQt	Congratulations	0.82	0.8	5.0	-5.281	0.0	0.138	0.0858	3.49e-05	0.343	0.519	120.083	audio_features	201500.0	4.0
4qjLvvBh5ZeKEPyShKRf06	Narcissist (feat. The 1975)	0.543	0.682	3.0	-5.81	1.0	0.113	0.218	1.53e-06	0.085	0.424	179.969	audio_features	195502.0	4.0
0O8z1t1M41aeVAUi7scRvb	Gravity	0.754	0.668	0.0	-4.054	0.0	0.0392	0.366	4.93e-06	0.111	0.765	117.947	audio_features	203095.0	4.0
1SJI6TfA3Rc5e2aXnBIDyE	Fade Out - FOFU remix	0.702	0.557	10.0	-7.502	0.0	0.0394	0.682	0.0505	0.224	0.462	105.043	audio_features	205714.0	4.0
1EvB8YsljaW0mkNxqxqmWY	BLZ	0.634	0.974	4.0	-4.667	0.0	0.0489	0.0326	0.273	0.209	0.683	126.691	audio_features	382427.0	4.0
55xt2Al7ygmLxRMAg4OA2v	DO YOU SEE WHAT I SEE (Deep Zone Mix)	0.72	0.773	6.0	-7.121	0.0	0.0536	0.011	0.00482	0.109	0.845	122.948	audio_features	459893.0	4.0
62YX5WOQmx5bTDJavM1VWl	On Mission	0.662	0.832	4.0	-4.556	0.0	0.0339	0.00078	0.0	0.109	0.742	160.034	audio_features	199507.0	4.0
3WqPuUgz5je7nsaU6cU3q4	Diamond in the Dark	0.515	0.507	0.0	-6.288	1.0	0.0486	0.0409	0.000313	0.151	0.604	139.667	audio_features	222414.0	4.0
27YAvpLVShBZgF9RLV7Hbf	オン ザ ウェイ - Japanese Version	0.739	0.724	5.0	-7.217	0.0	0.039	0.00682	0.0	0.228	0.561	126.999	audio_features	353400.0	4.0
0ngwur9X06hqGWybwdv5NO	Time	0.718	0.56	11.0	-5.301	0.0	0.0948	0.135	4.01e-06	0.0753	0.477	101.898	audio_features	179082.0	4.0
0Snbzbd74RLfL0i4nn1vU5	Favorito	0.611	0.851	9.0	-2.982	1.0	0.0598	0.229	0.0	0.232	0.823	178.032	audio_features	211613.0	4.0
5fYN8kPYyAWWJUBX57vmXb	Details (feat. Boy Matthews)	0.751	0.714	2.0	-6.502	0.0	0.0379	0.0259	0.000504	0.0508	0.529	120.007	audio_features	156913.0	4.0
5muB1EkWGTqWLtziqCPliw	Best For Me	0.941	0.42	8.0	-10.542	0.0	0.182	0.37	3.74e-05	0.36	0.712	127.961	audio_features	180938.0	4.0
64HWLyz1WAkmwwx0b03koY	Come With Me - Remix	0.71	0.812	1.0	-5.434	0.0	0.116	0.00127	5.75e-06	0.528	0.524	149.973	audio_features	184900.0	4.0
6W2nxxERQlWvRCCHdhKYww	One More Day - Nicky Romero Remix	0.432	0.655	2.0	-4.202	0.0	0.0447	0.11	4.55e-06	0.134	0.166	126.011	audio_features	240893.0	4.0
4Jcdina0lr2GvZ4Hv5QSDh	ISN'T SHE LOVELY - DJ KAWASAKI REMIX	0.557	0.825	1.0	-4.994	0.0	0.0534	0.001	0.000539	0.0649	0.669	126.018	audio_features	475960.0	4.0
34QzauyD2Q2C9RuYUDb21x	FLY AWAY	0.662	0.783	9.0	-3.687	1.0	0.056	0.23	0.0	0.0911	0.619	122.958	audio_features	300852.0	4.0
6HqlarnINzLsWOEfTivvIh	STAY (ジルデコcover ver.)	0.722	0.676	7.0	-7.755	1.0	0.0379	0.0199	0.00377	0.12	0.412	97.974	audio_features	252245.0	4.0
5jwwvGJVf99aX6H15qbZEi	ENDLESS FLIGHT - DJ KAWASAKI REMIX	0.623	0.914	1.0	-5.17	1.0	0.0529	0.0303	0.0696	0.0178	0.882	126.97	audio_features	497027.0	4.0
0ev9fs90CWqoDXXZJiB2WZ	LET'S GET STARTED - DJ KAWASAKI REMIX	0.593	0.947	6.0	-4.143	0.0	0.0403	0.00824	0.0118	0.0808	0.884	127.982	audio_features	468667.0	4.0
5mw0oSUycZcAdqbqO17Acx	Power Of Love feat. arvin homa aya	0.718	0.791	7.0	-4.425	1.0	0.0407	0.125	0.0104	0.0553	0.859	123.991	audio_features	406467.0	4.0
6EluaSaItBlMHrI9hkpfsA	Can't Stop feat. Lisa Shaw	0.702	0.65	6.0	-7.486	0.0	0.0341	0.049	0.000126	0.252	0.925	125.008	audio_features	341400.0	4.0
6K0RBKMMN7tEtubjbu5dIG	Make it Right (album version)	0.685	0.721	11.0	-6.998	0.0	0.028	0.047	0.00801	0.114	0.889	124.988	audio_features	375173.0	4.0
1jL2QtKn2VNmICijbInqPD	Give Me Your Soul - Main Mix	0.709	0.897	8.0	-7.344	1.0	0.0391	0.00332	0.834	0.0628	0.96	124.995	audio_features	418680.0	4.0
6bnF93Rx87YqUBLSgjiMU8	Heartless	0.537	0.746	10.0	-5.507	0.0	0.15	0.0236	1.01e-06	0.156	0.252	170.062	audio_features	198267.0	4.0
696DnlkuDOXcMAnKlTgXXK	ROXANNE	0.621	0.601	6.0	-5.616	0.0	0.148	0.0522	0.0	0.46	0.457	116.735	audio_features	163636.0	5.0
3ZCTVFBt2Brf31RLEnCkWJ	everything i wanted	0.704	0.225	6.0	-14.454	0.0	0.0994	0.902	0.657	0.106	0.243	120.006	audio_features	245426.0	4.0
2W5ci6DNvHKzevFOzmlSBJ	side effects	0.577	0.501	8.0	-8.661	1.0	0.0329	0.0182	0.0	0.137	0.568	82.997	audio_features	254302.0	4.0
5E79hJVlTFROVvV1kjD8lA	The Lights	0.726	0.7	1.0	-7.426	1.0	0.282	0.0974	0.0	0.116	0.865	160.018	audio_features	195120.0	4.0
77azg0CqdGqD9016ZF9jBO	HONDA	0.743	0.612	1.0	-7.676	1.0	0.0354	0.0305	0.000362	0.097	0.757	102.291	audio_features	239746.0	4.0
3YxfDDX7akY0w7kP2roYzk	STAY AWAY	0.386	0.987	2.0	-2.26	1.0	0.0748	0.0014	0.0	0.252	0.447	160.017	audio_features	239267.0	4.0
5gRZQoCO5u6D7Nm9DtHKdH	Bringing Mum To Panorama Bar - Prins Thomas Diskomiks	0.863	0.669	1.0	-9.605	1.0	0.0765	0.0146	0.919	0.0871	0.575	125.992	audio_features	354368.0	4.0
48wZlfJ8zuPTKKN5Z6pCUV	Bringing Mum To Berghain - Norman Nodge Remix	0.714	0.638	8.0	-11.222	1.0	0.0458	0.246	0.912	0.113	0.295	125.998	audio_features	416195.0	4.0
1D6MDb2LwhkznD4v192uS6	Bringing Mum To Panorama Bar - Original Mix	0.874	0.646	1.0	-8.422	1.0	0.0558	0.0275	0.898	0.207	0.114	126.001	audio_features	749173.0	4.0
0jft7vP9nL4C0YtyJEtWYf	Camp Island Summer Vacation	0.72	0.637	0.0	-12.784	1.0	0.0578	0.92	0.923	0.11	0.838	155.932	audio_features	147692.0	4.0
1NDxZ7cFAo481dtYWdrUnR	Pretty Girl - Cheat Codes X CADE Remix	0.703	0.868	7.0	-4.661	0.0	0.0291	0.15	0.132	0.104	0.733	121.03	audio_features	193613.0	4.0
18uOcUO5mNEYHHigeXPgQM	Mine	0.69	0.734	1.0	-6.377	1.0	0.0316	0.0933	0.00531	0.137	0.459	124.033	audio_features	159013.0	4.0
29SmWJwlsdYj02iJlA9OEi	REMEMBER ME	0.544	0.598	11.0	-10.187	0.0	0.045	0.0216	1.85e-06	0.352	0.113	102.002	audio_features	193983.0	4.0
0Ln9K9AtaIE4YhasUY1RvF	PICK YOU UP	0.793	0.65	5.0	-6.278	1.0	0.054	0.117	0.0	0.121	0.219	122.994	audio_features	190167.0	4.0
2hcaEMngvnotPmcIzLpJob	Strings Of Life - Radio Edit	0.589	0.934	1.0	-3.704	1.0	0.0607	0.103	0.726	0.0946	0.788	127.988	audio_features	171562.0	4.0
2X2o1yUthL8tIPOSH3MqDe	Tensaka	0.833	0.36	1.0	-12.618	1.0	0.117	0.483	0.746	0.132	0.806	92.973	audio_features	138144.0	4.0
6uYZ14NHC3Q2IldAkHxXOD	いつもこうなってる	0.675	0.744	10.0	-5.248	0.0	0.302	0.175	0.0	0.105	0.518	100.951	audio_features	204950.0	4.0
4gr14hL7XEkGDhYf2EOb3v	everyday everynight	0.755	0.8	4.0	-6.694	0.0	0.0388	0.265	9.25e-06	0.0985	0.482	119.988	audio_features	152056.0	4.0
0SyMK2z60yrbb5O6E2aAVB	Virtue	0.72	0.746	0.0	-7.503	1.0	0.0717	0.367	0.0502	0.122	0.261	127.991	audio_features	220265.0	4.0
6W7fCerR3Wcz4jTuHxURO2	Back to You	0.616	0.505	9.0	-8.82	1.0	0.0292	0.524	0.0615	0.101	0.242	104.454	audio_features	177637.0	4.0
1cr5cFqUzUPYVLM0s3xHkv	君はQueen	0.697	0.655	1.0	-5.411	1.0	0.0721	0.45	2.96e-06	0.32	0.718	99.882	audio_features	297600.0	4.0
5bELNVBHGh2SK8ZL24sYZ0	HUSH	0.718	0.56	8.0	-4.002	0.0	0.0404	0.378	0.0	0.0761	0.688	97.95	audio_features	223530.0	4.0
5SXzKGHYfueHmJ502FiYVz	Feeling	0.815	0.606	11.0	-7.342	0.0	0.0843	0.00503	0.0	0.117	0.424	128.193	audio_features	189583.0	4.0
